geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_state,region
11436,-23.973247329789416,-46.249369403053485,SP,Southeast
11445,-23.94517999516593,-46.19061739172469,SP,Southeast
11454,-23.94045703052688,-46.28580088343238,SP,Southeast
11450,-23.939318620030072,-46.30539278864907,SP,Southeast
11435,-23.97649330770052,-46.25843092384239,SP,Southeast
11462,-23.95423554022753,-46.28585070793225,SP,Southeast
11431,-23.99777832361936,-46.2767638411045,SP,Southeast
11472,-23.972467410019934,-46.27561287112176,SP,Southeast
11451,-23.943558478215685,-46.29468899125743,SP,Southeast
11443,-23.97955012822438,-46.20319341923938,SP,Southeast
11441,-23.976634505135888,-46.22712170566676,SP,Southeast
11460,-23.948557559528183,-46.29472975184641,SP,Southeast
11442,-23.978624736621192,-46.2155448966947,SP,Southeast
11461,-23.950838825851203,-46.28718175253082,SP,Southeast
11463,-23.950932721178624,-46.29794168839796,SP,Southeast
11453,-23.93391227788371,-46.288907185116834,SP,Southeast
11425,-23.99726337323981,-46.30455513918509,SP,Southeast
11471,-23.96726364002537,-46.27665357285474,SP,Southeast
11497,-23.963652000000003,-46.24514099999999,SP,Southeast
11446,-23.940592627531885,-46.18049042714523,SP,Southeast
11449,-23.97609024898872,-46.19395582824792,SP,Southeast
11473,-23.952112229434544,-46.29111798682828,SP,Southeast
11438,-23.964199646739942,-46.24744302749882,SP,Southeast
11533,-23.925988916770564,-46.40841448983772,SP,Southeast
11538,-23.899469473715094,-46.435899038265774,SP,Southeast
11510,-23.88679191700032,-46.424558548653565,SP,Southeast
11530,-23.92854091965792,-46.40341593813704,SP,Southeast
11535,-23.933242549381045,-46.42877835797035,SP,Southeast
11542,-23.9125005,-46.4629455,SP,Southeast
11525,-23.894137354878836,-46.43043998465025,SP,Southeast
11520,-23.90043313112842,-46.423940795026745,SP,Southeast
11534,-23.91910635295328,-46.428526747007865,SP,Southeast
11515,-23.889702560911577,-46.42976917435885,SP,Southeast
11500,-23.88073319655594,-46.41774121252613,SP,Southeast
11523,-23.88354142435058,-46.41987848181889,SP,Southeast
11548,-23.87807623028173,-46.41787622673438,SP,Southeast
11543,-23.88232260670004,-46.45302004210056,SP,Southeast
11531,-23.884996761544404,-46.41653928218859,SP,Southeast
11550,-23.87824490292869,-46.42656376030944,SP,Southeast
11573,-23.883457499999995,-46.4281605,SP,Southeast
11540,-23.87442495936004,-46.4467034808632,SP,Southeast
11570,-23.836603741936823,-46.37192614755906,SP,Southeast
11505,-23.875381392608364,-46.42139222358542,SP,Southeast
11555,-23.880914180362485,-46.45025018036249,SP,Southeast
11612,-23.826105,-45.43580295614292,SP,Southeast
11680,-23.43162669109582,-45.07722870122336,SP,Southeast
11630,-23.83182304604652,-45.37368542232557,SP,Southeast
11628,-23.78722820472717,-45.55714014799399,SP,Southeast
11609,-23.799315185671464,-45.40875060629584,SP,Southeast
11660,-23.622152560194245,-45.41471769806336,SP,Southeast
11662,-23.622347665459497,-45.382278821054406,SP,Southeast
11606,-23.78022776796129,-45.402911596312514,SP,Southeast
11600,-23.753948510964275,-45.41325199417162,SP,Southeast
11677,-23.576546988500965,-45.339161948726925,SP,Southeast
11666,-23.665954171562984,-45.43486616013568,SP,Southeast
11663,-23.612419912339917,-45.381585354358016,SP,Southeast
11667,-23.679118232222425,-45.43501375902471,SP,Southeast
11675,-23.60686114413043,-45.42770661069828,SP,Southeast
11619,-23.7715533805182,-45.65003116610885,SP,Southeast
11610,-23.81010847602904,-45.412083341421706,SP,Southeast
11618,-23.781911088555443,-45.62542446149357,SP,Southeast
11672,-23.663555129869607,-45.450023078594775,SP,Southeast
11604,-23.76056562753189,-45.416528282128205,SP,Southeast
11661,-23.617336491305995,-45.40282533188777,SP,Southeast
11605,-23.77280313447832,-45.40546515093038,SP,Southeast
11665,-23.64498629682881,-45.42645011145103,SP,Southeast
11608,-23.793936841796995,-45.40193197446476,SP,Southeast
11671,-23.68044954007072,-45.43229645992926,SP,Southeast
11673,-23.6376693781232,-45.440386507791175,SP,Southeast
11602,-23.7290670256966,-45.42006108654434,SP,Southeast
11623,-23.766870310577623,-45.74591329447745,SP,Southeast
11617,-23.799802578134877,-45.54713535553124,SP,Southeast
11674,-23.629516992283627,-45.435383939269386,SP,Southeast
11670,-23.597829762196053,-45.35339843396232,SP,Southeast
11601,-23.718475166667,-45.43526860421497,SP,Southeast
11622,-23.77258514014666,-45.69432553147075,SP,Southeast
11679,-23.571289865837624,-45.27343112813004,SP,Southeast
11626,-23.754162736427457,-45.81876230700514,SP,Southeast
11621,-23.77289159330168,-45.681198355010544,SP,Southeast
11669,-23.704795818924925,-45.44813814214166,SP,Southeast
11611,-23.814521606219127,-45.41923511931205,SP,Southeast
11664,-23.61301199319572,-45.39251367036336,SP,Southeast
11668,-23.697919999999957,-45.44616999999994,SP,Southeast
11614,-23.82031256148645,-45.4597365431646,SP,Southeast
11624,-23.76127039033773,-45.76634466016269,SP,Southeast
11603,-23.731707415488483,-45.40383310130417,SP,Southeast
11629,-23.762636109354258,-45.41314194601535,SP,Southeast
11676,-23.601222071244813,-45.35260618287996,SP,Southeast
11625,-23.76410937665373,-45.78841302678546,SP,Southeast
11615,-23.815939554405137,-45.53023404764773,SP,Southeast
11678,-23.6613544799796,-45.445956284909,SP,Southeast
11620,-23.792987242022036,-45.55563291618097,SP,Southeast
11730,-24.11716945934433,-46.701075415691164,SP,Southeast
11700,-24.016283558765817,-46.39843570349071,SP,Southeast
11703,-24.02000597668648,-46.45837671648681,SP,Southeast
11740,-24.149651009642906,-46.7480979001278,SP,Southeast
11701,-24.011288218359883,-46.41873374429398,SP,Southeast
11702,-24.01704140383171,-46.44291733028447,SP,Southeast
11713,-24.03035876380635,-46.51578483014024,SP,Southeast
11723,-23.99933326066255,-46.44470546564009,SP,Southeast
11750,-24.30942886354128,-46.991091315656,SP,Southeast
11704,-24.026786758814687,-46.49304889148245,SP,Southeast
11718,-24.014776714957595,-46.48321646502973,SP,Southeast
11712,-24.041642464583017,-46.528276284964335,SP,Southeast
11706,-24.04753355037796,-46.52251294310117,SP,Southeast
11760,-24.28999207181857,-47.175537103122046,SP,Southeast
11790,-24.276258026479585,-47.23901172853294,SP,Southeast
11707,-24.04895262488876,-46.53411148239479,SP,Southeast
11725,-23.996571024698504,-46.42127572522938,SP,Southeast
11705,-24.041022419984717,-46.51150902857297,SP,Southeast
11714,-24.028604285121087,-46.50790590426757,SP,Southeast
11717,-24.021924726066107,-46.48668950083671,SP,Southeast
11726,-23.997753192294518,-46.41108960767125,SP,Southeast
11721,-24.00917815958798,-46.449387895781626,SP,Southeast
11720,-24.005678375238077,-46.45598089924407,SP,Southeast
11709,-24.079823905909187,-46.59302363696694,SP,Southeast
11722,-24.00146687705574,-46.446355136966936,SP,Southeast
11724,-24.00560930889214,-46.43080123211195,SP,Southeast
11708,-24.07272652039933,-46.57700934179699,SP,Southeast
11710,-24.076551133425507,-46.590828939088304,SP,Southeast
11711,-23.996570041378703,-46.4134035157446,SP,Southeast
11719,-24.01470689291156,-46.46219541245336,SP,Southeast
11770,-24.303711041917182,-47.06606866478016,SP,Southeast
11850,-24.281284365679756,-47.44564358336644,SP,Southeast
11800,-24.316007192981868,-47.6310274100164,SP,Southeast
11930,-24.72923631512427,-47.8751448746274,SP,Southeast
11950,-24.725498606199103,-48.11036826830713,SP,Southeast
11900,-24.49203032806276,-47.83413137913321,SP,Southeast
11940,-24.715799471973146,-48.00772649327381,SP,Southeast
11925,-24.73951532787161,-47.539068581749895,SP,Southeast
11955,-24.75567196941544,-48.50634725056389,SP,Southeast
11960,-24.522633,-48.10619024999998,SP,Southeast
11920,-24.705292058051395,-47.55221572856384,SP,Southeast
11990,-25.011812317282136,-47.930451004516165,SP,Southeast
11910,-24.38123467352574,-47.92755771528054,SP,Southeast
12010,-23.028580095435387,-45.55788415147515,SP,Southeast
12030,-23.036951634709904,-45.56997640165054,SP,Southeast
12061,-23.00315838696713,-45.55407537022584,SP,Southeast
12091,-23.04286897088098,-45.57308319469088,SP,Southeast
12070,-23.02428824942083,-45.54083048929199,SP,Southeast
12090,-23.04960460076345,-45.55490019409283,SP,Southeast
12050,-23.01639938574233,-45.57743387347865,SP,Southeast
12052,-23.011493907169147,-45.57518184598221,SP,Southeast
12045,-23.049158646600866,-45.62784541731878,SP,Southeast
12020,-23.022733959878504,-45.55651892606318,SP,Southeast
12042,-23.03416334412696,-45.61634504623628,SP,Southeast
12040,-23.03631557663482,-45.59129358131366,SP,Southeast
12086,-23.047083359540483,-45.516382361664576,SP,Southeast
12060,-23.01083014736553,-45.55103935263445,SP,Southeast
12072,-23.010974393479284,-45.52314790374363,SP,Southeast
12043,-23.023803782167967,-45.62181935149263,SP,Southeast
12080,-23.014906457628143,-45.55074777537135,SP,Southeast
12062,-23.00180593458236,-45.54978729572508,SP,Southeast
12071,-23.00417696397416,-45.53103723525249,SP,Southeast
12082,-23.03844182155843,-45.54792581399428,SP,Southeast
12053,-23.011995761951475,-45.576958386736976,SP,Southeast
12081,-23.02898216385322,-45.53251103079421,SP,Southeast
12032,-23.03999227723445,-45.58822500922257,SP,Southeast
12031,-23.03779388918621,-45.58806906399412,SP,Southeast
12051,-23.0160027253675,-45.582021391676,SP,Southeast
12092,-23.056141521954725,-45.5845475100686,SP,Southeast
12085,-23.013973012575896,-45.518759625794544,SP,Southeast
12041,-23.02953434000798,-45.5778979314444,SP,Southeast
12093,-23.066072809991585,-45.57521077277231,SP,Southeast
12095,-23.075219942395627,-45.53880722074668,SP,Southeast
12054,-23.018747351813545,-45.57280931879973,SP,Southeast
12180,-23.37997661856026,-45.44779214793582,SP,Southeast
12120,-22.96042599570272,-45.55027479123935,SP,Southeast
12130,-23.088223057062084,-45.19152035235402,SP,Southeast
12170,-23.27933984514383,-45.53463047183564,SP,Southeast
12150,-23.246340095815523,-45.20372634808252,SP,Southeast
12140,-23.2263927893372,-45.3173126889704,SP,Southeast
12236,-23.24656095920133,-45.89750073411618,SP,Southeast
12225,-23.190709945322865,-45.78783293158863,SP,Southeast
12243,-23.201781118789317,-45.89567007799064,SP,Southeast
12227,-23.19649674632121,-45.86480432708181,SP,Southeast
12235,-23.229954502914183,-45.89422359824575,SP,Southeast
12245,-23.199327910749645,-45.88679387947946,SP,Southeast
12230,-23.221431461827063,-45.888163895493165,SP,Southeast
12246,-23.221587583126546,-45.90665169219235,SP,Southeast
12220,-23.17818323342369,-45.85784163765943,SP,Southeast
12223,-23.177101169859764,-45.81776014738297,SP,Southeast
12242,-23.199958288100813,-45.90849172981701,SP,Southeast
12228,-23.25777249999993,-45.82569514299996,SP,Southeast
12284,-23.11125490674591,-45.70176767124474,SP,Southeast
12213,-23.15014233700503,-45.91113031734969,SP,Southeast
12244,-23.204900693029057,-45.950860445467086,SP,Southeast
12280,-23.098284219545235,-45.70330750943507,SP,Southeast
12287,-23.11020303904729,-45.71358427739813,SP,Southeast
12248,-23.164548810433395,-45.80487447890817,SP,Southeast
12216,-23.201181199001663,-45.88358210352587,SP,Southeast
12289,-23.03401877566055,-45.77360059845524,SP,Southeast
12226,-23.21370730659085,-45.80156830474517,SP,Southeast
12241,-23.22917289647413,-45.925893267413024,SP,Southeast
12240,-23.23009940009024,-45.90094499999999,SP,Southeast
12215,-23.18093790397594,-45.86936250721335,SP,Southeast
12214,-23.25682182962209,-45.94089033894351,SP,Southeast
12212,-23.15960926262757,-45.90885480860288,SP,Southeast
12237,-23.243634071378583,-45.91101044314284,SP,Southeast
12232,-23.27507448002016,-45.889107474000994,SP,Southeast
12221,-23.174526666945575,-45.83933130391253,SP,Southeast
12234,-23.28969934194122,-45.88788224868712,SP,Southeast
12231,-23.215086943101173,-45.88965270330085,SP,Southeast
12209,-23.178732139332883,-45.88971125520799,SP,Southeast
12283,-23.09917029586244,-45.683007606295845,SP,Southeast
12238,-23.263785424892976,-45.91583795162459,SP,Southeast
12247,-23.26576982024265,-45.912724345959454,SP,Southeast
12233,-23.23724961587513,-45.88082955926476,SP,Southeast
12286,-23.110653666945577,-45.71729604454958,SP,Southeast
12239,-23.263007134052764,-45.90311760421835,SP,Southeast
12224,-23.171341746321207,-45.82053206411217,SP,Southeast
12282,-23.105272201223368,-45.6969888388828,SP,Southeast
12281,-23.10054999999994,-45.706009999999935,SP,Southeast
12211,-23.15832304218365,-45.88866731334759,SP,Southeast
12285,-23.12432790309806,-45.71024262737953,SP,Southeast
12210,-23.18358219677997,-45.88682257562472,SP,Southeast
12260,-23.34992418052465,-45.70879040973767,SP,Southeast
12270,-23.25658323003718,-45.69174320645941,SP,Southeast
12250,-22.957006788724875,-45.83889267359648,SP,Southeast
12294,-23.140499715937853,-45.71569614825914,SP,Southeast
12229,-23.27543660308917,-45.86831885260226,SP,Southeast
12297,-23.088769333891143,-45.68971884485543,SP,Southeast
12249,-22.924614278566654,-46.00455848353163,SP,Southeast
12288,-23.09500364408646,-45.71081593229389,SP,Southeast
12295,-23.188411473001143,-45.73469285365463,SP,Southeast
12290,-23.057154800318813,-45.71273622698918,SP,Southeast
12331,-23.265979879755115,-46.06705735267744,SP,Southeast
12306,-23.28934488481736,-45.94318565667379,SP,Southeast
12302,-23.261882548040894,-45.92693651102518,SP,Southeast
12328,-23.28798077892242,-45.9570349350898,SP,Southeast
12309,-23.310016990523582,-45.96143881362631,SP,Southeast
12327,-23.29818595956356,-45.974828011182304,SP,Southeast
12305,-23.273735042100025,-45.95104876017921,SP,Southeast
12301,-23.270441385509848,-45.93742768428648,SP,Southeast
12320,-23.31192262669516,-45.97728873160601,SP,Southeast
12322,-23.308980955934807,-45.9776277134487,SP,Southeast
12325,-23.30492282750574,-46.01849578455791,SP,Southeast
12310,-23.30228912323382,-45.94909852611922,SP,Southeast
12319,-23.31497025172496,-45.96817024980834,SP,Southeast
12380,-23.398738664441694,-45.87914132883015,SP,Southeast
12311,-23.28326930202073,-45.93940500233161,SP,Southeast
12321,-23.302552064590703,-45.9794900391086,SP,Southeast
12333,-23.231791916444664,-46.06990763577292,SP,Southeast
12335,-23.261928736886148,-45.96848029239997,SP,Southeast
12308,-23.30139631473257,-45.96172658840667,SP,Southeast
12315,-23.319775110739236,-45.923898996537545,SP,Southeast
12350,-23.214122950073904,-46.15782773220571,SP,Southeast
12316,-23.32161989064574,-45.93696011365342,SP,Southeast
12324,-23.31311508964741,-46.0026232857349,SP,Southeast
12312,-23.303587327226044,-45.92931482292686,SP,Southeast
12334,-23.29657118186936,-46.01277577875843,SP,Southeast
12318,-23.308631999999992,-45.95330475,SP,Southeast
12307,-23.29299177790156,-45.95639922797895,SP,Southeast
12330,-23.298579776753886,-46.02995213487733,SP,Southeast
12323,-23.29645842521639,-45.97329603987564,SP,Southeast
12340,-23.36883330750305,-46.02864941638114,SP,Southeast
12329,-23.29535980766344,-45.937806673610666,SP,Southeast
12341,-23.293575656670832,-45.98510497307211,SP,Southeast
12326,-23.32423999377957,-46.04564761976022,SP,Southeast
12412,-22.95773146505728,-45.45515668718501,SP,Southeast
12490,-22.690669999999955,-45.735499999999945,SP,Southeast
12400,-22.926778771561526,-45.46281253438472,SP,Southeast
12443,-22.896894640102605,-45.37008114909734,SP,Southeast
12460,-22.732323039727124,-45.56427039489908,SP,Southeast
12410,-22.930835789732065,-45.45541469052191,SP,Southeast
12422,-22.94385742701493,-45.4770251456873,SP,Southeast
12446,-22.88888864399442,-45.36419384790422,SP,Southeast
12403,-22.91426878466163,-45.42914593227478,SP,Southeast
12411,-22.932821929423746,-45.44848162439036,SP,Southeast
12402,-22.920117405632816,-45.445038284350105,SP,Southeast
12445,-22.886512003027494,-45.37114210829609,SP,Southeast
12404,-22.92205835716705,-45.4282327273527,SP,Southeast
12425,-22.93319577282492,-45.47821099432626,SP,Southeast
12450,-22.823006371911536,-45.66732292476693,SP,Southeast
12415,-22.960290055506015,-45.4078503149949,SP,Southeast
12421,-22.94775990806028,-45.49172108176731,SP,Southeast
12441,-22.91967856350281,-45.3648975854866,SP,Southeast
12414,-22.947077373511533,-45.40828743495752,SP,Southeast
12444,-22.893786522549128,-45.38053653505862,SP,Southeast
12424,-22.955957734545084,-45.48972486275995,SP,Southeast
12413,-22.942719134058045,-45.42119605197068,SP,Southeast
12440,-22.913875797003225,-45.364197560394366,SP,Southeast
12420,-22.945064470526344,-45.46371952947366,SP,Southeast
12405,-22.92373230073036,-45.44167505845967,SP,Southeast
12423,-22.946777999999995,-45.49869899999999,SP,Southeast
12401,-22.92142919454418,-45.46479177296298,SP,Southeast
12442,-22.94287406269077,-45.39532271335324,SP,Southeast
12426,-22.954291133429884,-45.49968145841568,SP,Southeast
12520,-22.812079392244957,-45.18265771921641,SP,Southeast
12525,-22.841959286551266,-45.25567489938757,SP,Southeast
12515,-22.8102557858096,-45.18353140514958,SP,Southeast
12514,-22.793294840815463,-45.19745881614868,SP,Southeast
12512,-22.78804378557332,-45.20983189935114,SP,Southeast
12570,-22.851929577501,-45.23031074613782,SP,Southeast
12530,-23.07558796563428,-44.95788421241348,SP,Southeast
12517,-22.798630286388327,-45.183217020243966,SP,Southeast
12506,-22.803390518707644,-45.21156803008076,SP,Southeast
12580,-22.89082860434644,-45.30332001483277,SP,Southeast
12518,-22.779048421881395,-45.18534634646929,SP,Southeast
12523,-22.78184646080685,-45.147651302970765,SP,Southeast
12516,-22.803832680220744,-45.18128776524834,SP,Southeast
12502,-22.815468,-45.18239753040693,SP,Southeast
12524,-22.81773643952848,-45.18204921158524,SP,Southeast
12507,-22.806467228285435,-45.23936604455936,SP,Southeast
12511,-22.80327760315877,-45.20399759522505,SP,Southeast
12504,-22.821733347187077,-45.2016309013049,SP,Southeast
12510,-22.79615651556581,-45.2089052377769,SP,Southeast
12501,-22.821051879055528,-45.19147619746503,SP,Southeast
12513,-22.76783057321341,-45.19658169176524,SP,Southeast
12521,-22.785061971986902,-45.16817153268133,SP,Southeast
12519,-22.78030688063086,-45.18299243700727,SP,Southeast
12505,-22.81107305656438,-45.19828547125147,SP,Southeast
12500,-22.814082,-45.19125422318798,SP,Southeast
12509,-22.794715339526643,-45.21987050429393,SP,Southeast
12503,-22.827161457837764,-45.18862301683485,SP,Southeast
12522,-22.77577460826767,-45.14813416467561,SP,Southeast
12540,-22.92337687293524,-44.822340867768645,SP,Southeast
12508,-22.793410733784768,-45.269962685897234,SP,Southeast
12607,-22.74237139800176,-45.11479219667662,SP,Southeast
12600,-22.72616580904841,-45.12752204287612,SP,Southeast
12609,-22.75223299417162,-45.11931025965141,SP,Southeast
12630,-22.66402169969416,-45.00665755897629,SP,Southeast
12604,-22.732245460730542,-45.10352631917596,SP,Southeast
12603,-22.72462686150384,-45.1116555874257,SP,Southeast
12605,-22.75162984425566,-45.08964193252266,SP,Southeast
12606,-22.736729744936223,-45.1156566895666,SP,Southeast
12620,-22.5996990166632,-45.194679096464384,SP,Southeast
12610,-22.747581173639738,-45.13241363142706,SP,Southeast
12608,-22.73788200424234,-45.12381966365283,SP,Southeast
12602,-22.72356083763973,-45.12435460446544,SP,Southeast
12690,-22.663113590333364,-44.85249665898394,SP,Southeast
12615,-22.703473552765075,-45.05105260975208,SP,Southeast
12601,-22.739541788793304,-45.13516754801203,SP,Southeast
12611,-22.743464335090177,-45.134539160429895,SP,Southeast
12702,-22.58485191618097,-44.96871571204341,SP,Southeast
12722,-22.558215967276404,-44.93554670046076,SP,Southeast
12712,-22.560972573976017,-44.95780213802325,SP,Southeast
12711,-22.56840491395926,-44.967507658203,SP,Southeast
12701,-22.577927804605014,-44.95825089647411,SP,Southeast
12710,-22.56445726226428,-44.964579595980254,SP,Southeast
12704,-22.580286008516183,-44.98166493312763,SP,Southeast
12721,-22.558413620002973,-44.942923697146966,SP,Southeast
12730,-22.58119348404407,-44.95375194448614,SP,Southeast
12705,-22.576227841797,-44.96564651762937,SP,Southeast
12760,-22.56492857856469,-44.92927779947156,SP,Southeast
12703,-22.586730873160604,-44.97602914432454,SP,Southeast
12720,-22.563846,-44.94922420038666,SP,Southeast
12723,-22.560501195394984,-44.931592980293146,SP,Southeast
12870,-22.67526016650983,-44.444586218674296,SP,Southeast
12800,-22.53169799999999,-44.75401199999999,SP,Southeast
12850,-22.681822130220606,-44.31777546316097,SP,Southeast
12830,-22.6455089733126,-44.5834815133437,SP,Southeast
12820,-22.5814978697878,-44.6995162923868,SP,Southeast
12940,-23.112774381969185,-46.5488845105504,SP,Southeast
12903,-22.94787403161499,-46.55188741483248,SP,Southeast
12955,-23.115438,-46.48591350000001,SP,Southeast
12900,-22.95669060421837,-46.54087248750651,SP,Southeast
12916,-22.97993113988114,-46.54209659755325,SP,Southeast
12970,-23.05588544094924,-46.35910657270963,SP,Southeast
12954,-23.098863635889412,-46.54789512763439,SP,Southeast
12951,-23.1317637171793,-46.5835637149576,SP,Southeast
12917,-22.982083697711065,-46.54603041908749,SP,Southeast
12950,-23.148137084655747,-46.58367661296094,SP,Southeast
12990,-22.7948459815486,-46.44274854864501,SP,Southeast
12942,-23.120273860118864,-46.56362790244673,SP,Southeast
12946,-23.1505830119393,-46.54642294477694,SP,Southeast
12902,-22.953931938475748,-46.54743392807689,SP,Southeast
12914,-22.971647510075705,-46.53361841170685,SP,Southeast
12980,-22.9362091419113,-46.27513561550051,SP,Southeast
12944,-23.10083372439267,-46.55334887039065,SP,Southeast
12941,-23.118713999999997,-46.537147034380986,SP,Southeast
12927,-22.91460252899768,-46.53513511809683,SP,Southeast
12945,-23.10981252899768,-46.53698483819031,SP,Southeast
12929,-22.946012455450425,-46.52383551318598,SP,Southeast
12947,-23.140907819477956,-46.555005087723465,SP,Southeast
12913,-22.95750491772243,-46.52488623678449,SP,Southeast
12935,-22.90321267809593,-46.38232959310745,SP,Southeast
12926,-22.92600310699993,-46.53286499999996,SP,Southeast
12908,-22.934583000000003,-46.54834199999999,SP,Southeast
12922,-22.90774829507456,-46.55604212556484,SP,Southeast
12906,-22.942196570221626,-46.547278923710046,SP,Southeast
12948,-23.22017151832604,-46.59456789751276,SP,Southeast
12949,-23.152178935681707,-46.580130527179314,SP,Southeast
12904,-22.94590621510184,-46.548503978908165,SP,Southeast
12910,-22.94463697446477,-46.5300500553696,SP,Southeast
12912,-22.94671938995326,-46.53961817124474,SP,Southeast
12960,-23.18258370723467,-46.39602763154268,SP,Southeast
12943,-23.13303983152522,-46.568457780599005,SP,Southeast
12952,-23.14492333670709,-46.539830386938746,SP,Southeast
12995,-22.78314454789037,-46.58949540991712,SP,Southeast
12919,-22.970773875382307,-46.54923643658029,SP,Southeast
12924,-23.01778836599993,-46.52244499999995,SP,Southeast
12930,-22.81304341483897,-46.69536722297934,SP,Southeast
12918,-22.96910382504681,-46.575468228453325,SP,Southeast
12953,-23.09537257517733,-46.6002934902457,SP,Southeast
13023,-22.898536428530225,-47.063125168330544,SP,Southeast
13070,-22.895876357204664,-47.0791850342778,SP,Southeast
13045,-22.92841942957608,-47.03706900304376,SP,Southeast
13091,-22.86623673772286,-47.02516561962605,SP,Southeast
13035,-22.9099533208494,-47.08185090507247,SP,Southeast
13073,-22.88093166586252,-47.068424969313,SP,Southeast
13041,-22.917053295025724,-47.061757854838746,SP,Southeast
13087,-22.85275770752771,-47.05510214136723,SP,Southeast
13092,-22.88929691756595,-47.02178184540367,SP,Southeast
13015,-22.90124134639356,-47.05512845102415,SP,Southeast
13067,-22.854651104564187,-47.160697766786136,SP,Southeast
13025,-22.903434628368608,-47.05276681724273,SP,Southeast
13085,-22.792785003606685,-47.08550995989381,SP,Southeast
13061,-22.907317211495144,-47.11830328850486,SP,Southeast
13020,-22.900561910352597,-47.065812260199664,SP,Southeast
13058,-22.950289907294163,-47.182224818627695,SP,Southeast
13044,-22.95282064788205,-47.02865383550558,SP,Southeast
13052,-22.972721108883828,-47.10226423093559,SP,Southeast
13064,-22.89149811512646,-47.14575284988991,SP,Southeast
13059,-22.946206445520712,-47.13505192996653,SP,Southeast
13040,-22.926904742714527,-47.067241683593984,SP,Southeast
13010,-22.905552142939563,-47.04944755176294,SP,Southeast
13024,-22.889641421316863,-47.05668446918465,SP,Southeast
13030,-22.92991227115403,-47.07189552530681,SP,Southeast
13088,-22.8475181626464,-47.03552279669915,SP,Southeast
13050,-22.93221846205146,-47.096790459495125,SP,Southeast
13097,-22.8469524096601,-47.02743444240869,SP,Southeast
13043,-22.933200411915568,-47.04106490766075,SP,Southeast
13034,-22.91101741687345,-47.09614127601136,SP,Southeast
13082,-22.829166690333924,-47.09886947241718,SP,Southeast
13084,-22.81905949374732,-47.09337872045235,SP,Southeast
13080,-22.850658848462096,-47.071669269086456,SP,Southeast
13098,-22.820080499999992,-47.03556149999999,SP,Southeast
13060,-22.943830511384977,-47.11233196480047,SP,Southeast
13031,-22.918827604766623,-47.09396924257028,SP,Southeast
13056,-22.98722237101393,-47.151072819246686,SP,Southeast
13026,-22.913757387731557,-47.045573963500495,SP,Southeast
13032,-22.910307139332875,-47.08435468122806,SP,Southeast
13033,-22.908292093622787,-47.09417761615002,SP,Southeast
13069,-22.842987053003093,-47.15550209256197,SP,Southeast
13053,-23.042523405216706,-47.13296873550117,SP,Southeast
13075,-22.879108571469786,-47.06037646947311,SP,Southeast
13096,-22.92674585713686,-47.03237262244064,SP,Southeast
13013,-22.91123520843672,-47.05819755314793,SP,Southeast
13090,-22.88857483236194,-47.04416083236194,SP,Southeast
13054,-22.98752993345535,-47.11656504772553,SP,Southeast
13076,-22.88255076242137,-47.04691965736627,SP,Southeast
13083,-22.805125239800333,-47.07162026686478,SP,Southeast
13051,-22.965083999999997,-47.088724499999984,SP,Southeast
13036,-22.91832805816816,-47.06784794206877,SP,Southeast
13012,-22.91020501748514,-47.0569966187893,SP,Southeast
13086,-22.838587916757028,-47.05613833995561,SP,Southeast
13068,-22.865111251236048,-47.15255915401864,SP,Southeast
13057,-22.97370645045876,-47.176513156529566,SP,Southeast
13081,-22.86116967554392,-47.06573258534825,SP,Southeast
13065,-22.893320409660102,-47.11943414501704,SP,Southeast
13063,-22.89809240895431,-47.1053676157896,SP,Southeast
13042,-22.931095563908823,-47.05470585586861,SP,Southeast
13077,-22.881355389947625,-47.04169144124817,SP,Southeast
13049,-22.968689563239053,-47.0735568816794,SP,Southeast
13046,-22.938586438802,-47.018750359282144,SP,Southeast
13099,-22.751112934264707,-47.0130120626473,SP,Southeast
13055,-22.945759701079133,-47.09874731432852,SP,Southeast
13160,-22.559120480675748,-47.16516839542564,SP,Southeast
13184,-22.862988204938603,-47.21824617249952,SP,Southeast
13186,-22.887514996879027,-47.19573904628551,SP,Southeast
13148,-22.786644726384047,-47.10608854644455,SP,Southeast
13178,-22.800362898695823,-47.21833340077328,SP,Southeast
13157,-22.63269209289212,-47.20099171014733,SP,Southeast
13187,-22.911013157568192,-47.20840257684189,SP,Southeast
13150,-22.630409321010436,-47.20184824565054,SP,Southeast
13190,-22.95001023221123,-47.30583884974829,SP,Southeast
13142,-22.77928239439665,-47.17683629156326,SP,Southeast
13185,-22.904356478404523,-47.1755015158131,SP,Southeast
13155,-22.63308985967488,-47.18405399571866,SP,Southeast
13146,-22.72941717024144,-47.17669176943664,SP,Southeast
13105,-22.89082402420255,-46.9816531677612,SP,Southeast
13140,-22.76161176963473,-47.15147246350049,SP,Southeast
13179,-22.81374523718017,-47.17647881796229,SP,Southeast
13170,-22.828654864562257,-47.267296160568925,SP,Southeast
13181,-22.835616758652723,-47.18815361913,SP,Southeast
13145,-22.73306060560335,-47.17829082930352,SP,Southeast
13171,-22.83415780460501,-47.27774968734491,SP,Southeast
13180,-22.81344361844933,-47.17188935591158,SP,Southeast
13188,-22.894244007858305,-47.23358323658409,SP,Southeast
13174,-22.81157137691151,-47.26740684846208,SP,Southeast
13104,-22.85725476949636,-46.979842730503634,SP,Southeast
